"Número de artículo","Descripción del artículo","Grupo de artículos","Unidad de medida de inventario"
"WT/ACTIV-02875","GENERADOR ELECTRICO DE 35 KW / 40 KVA MODELO ( SDC - 33 )   S/N-2406154091F","ACTIVOS WELL TESTING",""
"WT/ACTIV-02876","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02877","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02878","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02879","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02880","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02881","TUBO EUE  31/2"" J55 O N80 API 5CT: R2 SIN COSTURA (SMLS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02882","BOMBA DE LOBULOS MARCA G-TECH","ACTIVOS USADOS",""
"WT/ACTIV-02883","BOMBA DE LOBULOS MARCA G-TECH","ACTIVOS USADOS",""
"WT/ACTIV-02884","BOMBA DE LOBULOS MARCA G-TECH","ACTIVOS USADOS",""
"WT/ACTIV-02885","BOMBA DE LOBULOS MARCA G-TECH","ACTIVOS USADOS",""
"WT/ACTIV-02886","VARIADOR CON TABLERO  Y  CONTROL","ACTIVOS USADOS",""
"WT/ACTIV-02887","VARIADOR CON TABLERO  Y  CONTROL","ACTIVOS USADOS",""
"WT/ACTIV-02888","BOMBA AUTOCEBANTE GS 100-L2","ACTIVOS WELL TESTING",""
"WT/ACTIV-02889","VARIADOR INVERTEK OPTIDRIVE P2 DE 50 HP","ACTIVOS WELL TESTING",""
"WT/ACTIV-02890","SISTEMA DE ALARMA DE NIVEL HH","ACTIVOS WELL TESTING",""
"WT/ACTIV-02891","KARL FISCHER (% DE AGUA CRUDO 12/2024)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02892","KARL FISCHER (% DE AGUA CRUDO 12/2024)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02893","BAMBA DE INYECCION DE QUIMICA.","ACTIVOS WELL TESTING",""
"WT/ACTIV-02894","BAMBA DE INYECCION DE QUIMICA.","ACTIVOS WELL TESTING",""
"WT/ACTIV-02895","BAMBA DE INYECCION DE QUIMICA.","ACTIVOS WELL TESTING",""
"WT/ACTIV-02896","COLECTOR DE 6""  FLANCHADO ANSI 150 CON DOS SALIDAS LATERALES DE 17 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02897","TUBO DE 6"" BRIDADO ANSI 150 DE  11 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02898","COLECTOR DE 6""  FLANCHADO ANSI 150 CON DOS SALIDAS LATERALES DE 17 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02899","TUBO DE 6"" BRIDADO ANSI 150 DE  11 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02900","COLECTOR DE 6""  FLANCHADO ANSI 150 CON DOS SALIDAS LATERALES DE 17 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02901","MEZCALDOR","ACTIVOS WELL TESTING",""
"WT/ACTIV-02902","COLECTOR DE LAS BOMBAS BLACKMER","ACTIVOS WELL TESTING",""
"WT/ACTIV-02903","COLECTOR DE LAS BOMBAS BLACKMER","ACTIVOS WELL TESTING",""
"WT/ACTIV-02904","MEZCLADOR NUEVO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02905","PATIN NUEVO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02906","COLECTOR DE LAS BOMBAS BLACKMER","ACTIVOS WELL TESTING",""
"WT/ACTIV-02907","COLECTOR DE LAS BOMBAS BLACKMER","ACTIVOS WELL TESTING",""
"WT/ACTIV-02908","MEZCLADOR DE DILUYENTE ESTATICO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02909","TUBO EN L DE 3"" X 150 DE 11 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02910","COLECTOR DE TANQUES 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-02911","COLECTOR CON DERIVADAS DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-02912","TUBO EN L DE 3"" X 150 DE 5 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02913","VARIADOR","ACTIVOS WELL TESTING",""
"WT/ACTIV-02914","VARIADOR","ACTIVOS WELL TESTING",""
"WT/ACTIV-02915","GENERADOR ELECTRICO DE 350 KW / 438 KVA S/N- 25041443655","ACTIVOS WELL TESTING",""
"WT/ACTIV-02916","GENERADOR ELECTRICO DE 350 KW / 438 KVA S/N 2508184285F","ACTIVOS EN LEASING",""
"WT/ACTIV-02917","COLECTOR PARA BOMBAS DE 2” CON SUCCIÓN 3” X 150 Y DESCARGA 2” X 300","ACTIVOS WELL TESTING",""
"WT/ACTIV-02918","COLECTOR PARA BOMBAS DE 2” CON SUCCIÓN 3” X 150 Y DESCARGA 2” X 300","ACTIVOS WELL TESTING",""
"WT/ACTIV-02919","PLANTA ELECTRICA WPG350L86 (STEWART Y STEVENSON)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02920","TANQUE VERTICAL DE 500 BBL.","ACTIVOS USADOS",""
"WT/ACTIV-02921","CHOKE MANIFOLD 5 K 3 1/8""","ACTIVOS WELL TESTING",""
"WT/ACTIV-02922","TEA DE 3 X 150 MOVIBLE SOBRE TRAILER","ACTIVOS WELL TESTING",""
"WT/ACTIV-02923","GENERADOR ELECTRICO DE 350 KW / 438 KVA  S/N-2501110215F","ACTIVOS EN LEASING",""
"WT/ACTIV-02924","POSITIVE CHOKE ASSY, 2""- 1502 END CONNECTIONS WP 15000 PSI AA, P-U, PSL-1, PR-1, 15000 CWP PCE HWT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02925","GENERADOR ELECTRICO DE 35 KW / 40 KVA MODELO ( SDC - 44 )   S/N-2501108811F","ACTIVOS EN LEASING",""
"WT/ACTIV-02926","BOMBA VERTICAL MULTIETAPAS BARNES M. VSE10-12-100 S/N 51G416010026","ACTIVOS USADOS",""
"WT/ACTIV-02927","BOMBA VERTICAL MULTIETAPAS BARNES M. VSE10-9-75  S/N 51E466362028","ACTIVOS USADOS",""
"WT/ACTIV-02928","BOMBA VERTICAL MULTIETAPAS BARNES M. VSE10-9-75 S/N 51E464291205","ACTIVOS USADOS",""
"WT/ACTIV-02929","BOMBA VERTICAL MULTIETAPAS BARNES M. VSE10-9-75 S/N 51E464291202","ACTIVOS USADOS",""
"WT/ACTIV-02930","LOW TORQUE VALVE 3"" EXTREMOS TIPO HAMMER UNION, FIGURA 1502. TUB-ALTA AWT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02931","LOW TORQUE VALVE 3"" EXTREMOS TIPO HAMMER UNION, FIGURA 1502. TUB-ALTA AWT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02932","GENERADOR ELECTRICO DE 80 KW / 100 KVA EQW AWT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02933","GENERADOR ELECTRICO DE 80 KW / 100 KVA EQW AWT","*",""
"WT/ACTIV-02934","GENERADOR ELECTRICO DE 100 KW / 125 KVA EQW AWT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02935","SISTEMA DE GENERACION SOLAR CAMPAMENTO PACHAQUIARO (2025)","ACTIVOS EN LEASING",""
"WT/HTAC-00001","SISTEMA DE ALARMA DE NIVEL HH","ACTIVOS WELL TESTING",""
"WT/HTAC-00002","ESTRANGULADOR FIJO CON CONEXIÓN HEXAGONAL DE DIÁMETRO 8/64""","OTRAS HTAS DE CONTRO",""
"WT/HTAC-00003","REMOLQUE PARA PLATA ELECTRICA CAPACIDAD 4 TONELADAS EQW HWT","OTRAS HTAS DE CONTRO",""
"wt-010001","","*",""
"WT-010002","SEPARADOR ANSI 300 # 2 (MARCA: I. KLEIN & CIA. LTD S/N P-00-030-1)","ACTIVOS WELL TESTING",""
"WT-010003","SEPARADOR ANSI 600 # 3 R34280  ( MARCA: PRESSURE EQUIPMENT & CONTROLS S/N : 1861A)","ACTIVOS WELL TESTING",""
"WT-010004","SEPARADOR ANSI 300 # 4","ACTIVOS WELL TESTING",""
"WT-010005","SEPARADOR ANSI 300 # 5 ( MARCA: N.L. CONTAPA, S/N 056/1)","ACTIVOS WELL TESTING",""
"WT-010006","SEPARADOR ANSI 300 # 6 (MARCA: NL CONTAPA S/N 056/7)","ACTIVOS WELL TESTING",""
"WT-010007","SEPARADOR DE ARENA VERTICAL ANSI 300 (MARCA: INVERSIONES 3F, )","ACTIVOS WELL TESTING",""
"WT-010008","SEPARADOR ANSI 300 # 8 (MARCA: INVERSIONES 3F)","ACTIVOS WELL TESTING",""
"WT-010009","SEPARADOR ANSI 300 # 7 (MARCA: INVERSIONES 3F)","ACTIVOS WELL TESTING",""
"WT-010010","SEPARADOR ANSI 150 # 9","ACTIVOS WELL TESTING",""
"WT-010011","SEPARADOR ANSI 900 TRIFASICO (MARCA: PRODUCTION TESTING VESSEL, S/N 10-118-1)","ACTIVOS WELL TESTING",""
"WT-010012","SEPARADOR ANSI 300 (MARCA: METAL FORMING, S/N: MF-SEP-0014)","ACTIVOS WELL TESTING",""
"WT-010013","SEPARADOR ANSI 300 (MARCA: METAL FORMING, S/N TK-ST-03-11-003)","ACTIVOS WELL TESTING",""
"WT-010014","SEPARADOR ANSI 300","ACTIVOS WELL TESTING",""
"WT-010015","SEPARADOR ANSI 300","ACTIVOS WELL TESTING",""
"WT-020001","GENERADOR 1 HATZ","ACTIVOS WELL TESTING",""
"WT-020006","GENERADOR 6 CUMMINS (MOD: 200DGFM-2698 S/N G02T390004)","ACTIVOS WELL TESTING",""
"WT-020007","GENERADOR 10 CUMMINS  (S/N 830323-01) WT-070027","ACTIVOS WELL TESTING",""
"WT-020008","GENERADOR 12 PERKINS INSONORIZADO (S/N S0352223)","ACTIVOS WELL TESTING",""
"WT-020009","GENERADOR 13 PERKINS INSONORIZADO  (S/N S0372274)","ACTIVOS WELL TESTING",""
"WT-020010","GENERADOR 14 PERKINS INSONORIZADO (S/N X05E170757)","ACTIVOS WELL TESTING",""
"WT-020011","GENERADOR 15  PERKINS INSONORIZADO ( MOD: DG18416 S/N N.A)","ACTIVOS WELL TESTING",""
"WT-020012","GENERADOR 16 CUMMINS  INSONORIZADO (S/N M05K087433-05)","ACTIVOS WELL TESTING",""
"WT-020013","GENERADOR 17 CUMMINS  INSONORIZADO (S/N M05K087430-04)","ACTIVOS WELL TESTING",""
"WT-020014","GENERADOR 18 PERKINS INSONORIZADO (S/N 909331)","ACTIVOS WELL TESTING",""
"WT-020015","GENERADOR 20 PERKINS INSONORIZADO","ACTIVOS WELL TESTING",""
"WT-030001","GAUGE TANKS K 2747 100BBLS # 1       P (VENTA DON PEDRO CPI)","ACTIVOS WELL TESTING",""
"WT-030002","GAUGE TANKS K278  100BBLS # 2 (N/A)","ACTIVOS WELL TESTING",""
"WT-030003","GAUGE TANKS  K 2747  100BBLS # 3 (N/A)","ACTIVOS WELL TESTING",""
"WT-030004","GAUGE TANKS  K2872, 2856  100BBLS # 4 (N/A)","ACTIVOS WELL TESTING",""
"WT-030005","GAUGE TANKS K3453  100BBLS # 5 (N/A)","ACTIVOS WELL TESTING",""
"WT-030006","GAUGE TANKS  K 3478, 3461  130BBLS # 6 (S/N  TK06 )","ACTIVOS WELL TESTING",""
"WT-030007","GAUGE TANKS  K351-3480  130 BBLS # 7     (S/N  GT007)","ACTIVOS WELL TESTING",""
"WT-030008","GAUGE TANKS K3460- 3453  140LBS # 8  (N/A)","ACTIVOS WELL TESTING",""
"WT-040001","FRAC TANK 500 BBLS # 01 (WT-000046) MOD-2011 S/N 1455","ACTIVOS WELL TESTING",""
"WT-040002","FRAC TANK 500 BBLS # 04","ACTIVOS WELL TESTING",""
"WT-040003","FRAC TANK 500 BBLS # 07","ACTIVOS WELL TESTING",""
"WT-040004","FRAC TANK 500 BBLS # 10 (S/N JS-02T2)","ACTIVOS WELL TESTING",""
"WT-040005","FRAC TANK 500 BBLS # 08 (S/N 1450)","ACTIVOS WELL TESTING",""
"WT-040006","FRAC TANK 500 BBLS # 18","ACTIVOS WELL TESTING",""
"WT-040007","FRAC TANK 500 BBLS # 25","ACTIVOS WELL TESTING",""
"WT-040008","FRAC TANK 500 BBLS # 20 (DAR DE BAJA PETRO GO)       P","ACTIVOS WELL TESTING",""
"WT-040009","FRAC TANK 500 BBLS # 09 (WT-000227) (S/N JS-06T39)","ACTIVOS WELL TESTING",""
"WT-040010","FRAC TANK 500 BBLS # 27","ACTIVOS WELL TESTING",""
"WT-040011","FRAC TANK 500 BBLS # 11 (WT-000016) (relieve 61711)","ACTIVOS WELL TESTING",""
"WT-040012","FRAC TANK 500 BBLS # 12 (WT-000032) HS 504 (relieve 60584)","ACTIVOS WELL TESTING",""
"WT-040017","FRAC TANK 500 BBLS # 13 (DAR DE BAJA PETRO GO)","ACTIVOS WELL TESTING",""
"WT-050000","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050001","COMPRESOR     P (DADO D BAJA)","ACTIVOS WELL TESTING",""
"WT-050002","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050003","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050004","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050005","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050006","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050007","COMPRESOR (MARCA: FS MODELO: HTA-65)","ACTIVOS WELL TESTING",""
"WT-050008","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050009","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050010","COMPRESOR (DADO DE BAJA)","ACTIVOS WELL TESTING",""
"WT-050011","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050012","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050013","COMPRESOR       P","ACTIVOS WELL TESTING",""
"WT-050014","COMPRESOR       P (DADO DE BAJA)","ACTIVOS WELL TESTING",""
"WT-050015","COMPRESOR # 15","ACTIVOS WELL TESTING",""
"WT-050016","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050017","COMPRESOR (DADO DE BAJA)","ACTIVOS WELL TESTING",""
"WT-050018","COMPRESOR (DADO DE BAJA)","ACTIVOS WELL TESTING",""
"WT-050019","COMPRESOR COMPRESOR CON TANQUE HORIZONTAL (S/N 4116022988)","ACTIVOS WELL TESTING",""
"WT-050020","COMPRESOR (MARCA: CHICAGO PNEUMATIC MODELO:4116091069))","ACTIVOS WELL TESTING",""
"WT-050021","COMPRESOR (MARCA: CHICAGO PNEUMATIC S/A CHICAGO PNEUMATIC)","ACTIVOS WELL TESTING",""
"WT-050022","COMPRESOR (MARCA:CHICAGO PNEUMATIC S/N: ITR0500305)","ACTIVOS WELL TESTING",""
"WT-050023","COMPRESOR MTTO (MARCA: CHICAGO PNEUMATIC S/N: ITR6097867)","ACTIVOS DE MTTO",""
"WT-050024","COMPRESOR DE TORNILLO 2 HP VERTICAL 150 LITROS","ACTIVOS WELL TESTING",""
"WT-050025","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050026","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050027","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050028","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050029","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050030","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050031","COMPRESOR (MARCA: HENRY)","ACTIVOS WELL TESTING",""
"WT-050032","COMPRESOR (MARCA: HENRY) (WT-020007 GENERADOR)","ACTIVOS WELL TESTING",""
"WT-050033","COMPRESOR (MARCA: HENRY)","ACTIVOS WELL TESTING",""
"WT-050034","COMPRESOR (MARCA : HENRY)","ACTIVOS WELL TESTING",""
"WT-050035","COMPRESOR (MARCA: HENRY)","ACTIVOS WELL TESTING",""
"WT-050036","COMPRESOR (MARCA: HENRY)","ACTIVOS WELL TESTING",""
"WT-050037","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050038","COMPRESOR","ACTIVOS WELL TESTING",""
"WT-050039","COMPRESOR TIPO TORNILLO (MARCA: KAESER S/N 1205)","ACTIVOS WELL TESTING",""
"WT-0537","VALVULA DE CORTE DE 2"" ANSI 150","INSUMOS DE WT",""
"WT-0538","VALVULA DE CORTE DE 3"" ANSI 150","INSUMOS DE WT",""
"WT-0539","VALVULA DE CORTE DE 1/ 2"" PARA 1000 PSI","INSUMOS DE WT",""
"WT-060000","CHOKE MANIFOLD","ACTIVOS WELL TESTING",""
"WT-060001","CHOKE MANIFOLD  5K X 3""","ACTIVOS WELL TESTING",""
"WT-060002","CHOKE MANIFOLD 5K X 3""     (S/N  CKM2)","ACTIVOS WELL TESTING",""
"WT-060003","CHOKE MANIFOLD  10K X 3"" X 1502","ACTIVOS WELL TESTING",""
"WT-060003-1","CHOKE MANIFOLD  10K X 3"" X 1502","ACTIVOS WELL TESTING",""
"WT-060004","CHOKE MANIFOLD  5K X 3""       P","ACTIVOS WELL TESTING",""
"WT-060005","CHOKE MANIFOLD 5K X 2""","ACTIVOS WELL TESTING",""
"WT-060006","CHOKE MANIFOLD  5K X 3""","ACTIVOS WELL TESTING",""
"WT-060007","CHOKE MANIFOLD 5K X 2"" LOW TORC       P","ACTIVOS WELL TESTING",""
"WT-060008","CHOKE MANIFOLD 5K X 3""       P","ACTIVOS WELL TESTING",""
"WT-060009","CHOKE MANIFOLD 5K X 2 1/16""       P","ACTIVOS WELL TESTING",""
"WT-060010","CHOKE MANIFOLD 10K X 3""","ACTIVOS WELL TESTING",""
"WT-060011","CHOKE MANIFOLD       P","ACTIVOS WELL TESTING",""
"WT-070000","CASETAS DE LABORATORIO. CODIGO PADRE","ACTIVOS WELL TESTING",""
"WT-070001","CASETA CON EQUIPO DE LABORATORIO # 1       P","ACTIVOS WELL TESTING",""
"WT-070001-1","CASETA  TIPO OFICINA (JS-13-C-51)","ACTIVOS WELL TESTING",""
"WT-070002","CASETA CON EQUIPO DE LABORATORIO (N/A)","ACTIVOS WELL TESTING",""
"WT-070003","BUNKER CASETA","ACTIVOS DE CAÑONEO",""
"WT-070004","CASETA CON EQUIPO DE LABORATORIO # 4","ACTIVOS WELL TESTING",""
"WT-070005","CASETA CON EQUIPO DE LABORATORIO # 10 (HDHM87-002325)","ACTIVOS WELL TESTING",""
"WT-070006","CASETA CON EQUIPO DE LABORATORIO (S/N JS-11-1752)","ACTIVOS WELL TESTING",""
"WT-070006-1","CASETA CON EQUIPO DE LABORATOR","ACTIVOS WELL TESTING",""
"WT-070007","CASETA CON EQUIPO DE LABORATORIO       P","ACTIVOS WELL TESTING",""
"WT-070008","CASETA CON EQUIPO DE LABORATORIO # 6","ACTIVOS WELL TESTING",""
"WT-070009","CASETA CON EQUIPO DE LABORATORIO # 9       P","ACTIVOS WELL TESTING",""
"WT-070010","CASETA CON EQUIPO DE LABORATORIO # 3","ACTIVOS WELL TESTING",""
"WT-070011","CASETA CON EQUIPO DE LABORATORIO # 11","ACTIVOS WELL TESTING",""
"WT-070012","CASETA CON EQUIPO DE LABORATORIO # 1","ACTIVOS WELL TESTING",""
"WT-070013","CASETA CON EQUIPO DE LABORATORIO # 8 (N/A)","ACTIVOS WELL TESTING",""
"WT-070014","CASETA OFICINA - OFICINA (N/A)","ACTIVOS WELL TESTING",""
"WT-070015","CASETA OFICINA - OFICINA (S/N TH 1513)","ACTIVOS WELL TESTING",""
"WT-070016","CASETA OFICINA - OFICINA (S/N TH 1504)","ACTIVOS WELL TESTING",""
"WT-070017","CASETA OFICINA - OFICINA (S/N TH 1503)","ACTIVOS WELL TESTING",""
"WT-070018","CASETA OFICINA - OFICINA  (S/N TH 1505)","ACTIVOS WELL TESTING",""
"WT-070019","CASETA CON EQUIPO DE LABORATORIO EPF (S/N TH 1500)","ACTIVOS WELL TESTING",""
"WT-070020","CASETA CON EQUIPO DE LABORATORIO EPF (S/N TH 1499)","ACTIVOS WELL TESTING",""
"WT-070021","CASETA CON EQUIPO DE LABORATORIO EPF (S/N TH 1511)","ACTIVOS WELL TESTING",""
"WT-070022","CASETA CON EQUIPO DE LABORATORIO EPF (S/N TH 1502)","ACTIVOS WELL TESTING",""
"WT-070023","CASETA TIPO OFICINA (S/N TH 1512)","ACTIVOS WELL TESTING",""
"WT-070024","CASETA TIPO OFICINA (S/N TH  1506)","ACTIVOS WELL TESTING",""
"WT-070025","CASETA TIPO LABORATORIO (S/N TH 1510)","ACTIVOS WELL TESTING",""
"WT-070026","CASETA TIPO LABORATORIO (S/N TH 1501)","ACTIVOS WELL TESTING",""
"WT-070027","CASETA TIPO BODEGA - TALLER 20 Ft","ACTIVOS WELL TESTING",""
"WT-070028","CASETA PARA CALDERA 4H X 6A X 10L","ACTIVOS WELL TESTING",""
"WT-070029","CASETA TIPO OFICINA (C-01-05471)","ACTIVOS WELL TESTING",""
"WT-070030","CASETA OFICINA - DORMITORIO","ACTIVOS WELL TESTING",""
"WT-070031","CASETA TIPO OFICINA (S/N 15 08 673)","ACTIVOS WELL TESTING",""
"WT-070032","CASETA TIPO LABORATORIO","ACTIVOS WELL TESTING",""
"WT-080000","CANASTA DE TUBERIA","ACTIVOS WELL TESTING",""
"WT-080001","CANASTA DE TUBERIA # 1","ACTIVOS WELL TESTING",""
"WT-080002","CANASTA DE TUBERIA # 2       P","ACTIVOS WELL TESTING",""
"WT-080003","CANASTA DE TUBERIA # 3       P","ACTIVOS WELL TESTING",""
"WT-080004","CANASTA DE TUBERIA #4","ACTIVOS WELL TESTING",""
"WT-080005","CANASTA DE TUBERIA","ACTIVOS WELL TESTING",""
"WT-080006","CANASTA DE TUBERIA # 8       P","ACTIVOS WELL TESTING",""
"WT-080007","CANASTA DE TUBERIA       P","ACTIVOS WELL TESTING",""
"WT-080008","CANASTA DE TUBERIA       P","ACTIVOS WELL TESTING",""
"WT-080009","CANASTA DE TUBERIA # 9       P","ACTIVOS WELL TESTING",""
"WT-080010","CANASTA DE TUBERIA # 10       P","ACTIVOS WELL TESTING",""
"WT-080011","CANASTA DE TUBERIA PRUEBA EXTENSIVA GAITAN-1 WT PEDRO CP-1","ACTIVOS WELL TESTING",""
"WT-090000","BOMBAS DE TRANSFERENCIA.  CODIGO PADRE","ACTIVOS WELL TESTING",""
"WT-090001","BOMBA DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT-090002","BOMBA DE TRANSFERENCIA MOINO       P (VENTA DON PEDRO CPI)","ACTIVOS WELL TESTING",""
"WT-090003","BOMBA DE TRANSFERENCIA MOYNO (S/N AS7136706)","ACTIVOS WELL TESTING",""
"WT-090004","BOMBA DE TRANSFERENCIA (MOD: DB5020 PFC OB A)","ACTIVOS WELL TESTING",""
"WT-090005","BOMBA DE TRANSFERENCIA MOINO","ACTIVOS WELL TESTING",""
"WT-090006","BOMBA DE TRANSFERENCIA (MARCA IHM)","ACTIVOS WELL TESTING",""
"WT-090007","BOMBA DE TRANSFERENCIA  (MARCA: IHM)","ACTIVOS WELL TESTING",""
"WT-090008","BOMBA DE TRANSFERENCIA (MARCA: IHM)","ACTIVOS WELL TESTING",""
"WT-090009","BOMBA DE TRANSFERENCIA  (MARCA: IHM)","ACTIVOS WELL TESTING",""
"WT-090010","BOMBA DE TRANSFERENCIA (S/N 11440882)","ACTIVOS WELL TESTING",""
"WT-090011","BOMBA DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT-090012","BOMBA DE TRANSFERENCIA (MARCA: IHM)","ACTIVOS WELL TESTING",""
"WT-090013","BOMBA DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT-090014","BOMBA DE TRANSFERENCIA       P","ACTIVOS WELL TESTING",""
"WT-090015","BOMBA DE TRANSFERENCIA       P","ACTIVOS WELL TESTING",""
"WT-090016","BOMBA DE TRANSFERENCIA VIKING S/N 11440882       P","ACTIVOS WELL TESTING",""
"WT-090017","BOMBA DE TRANSFERENCIA       P (VENTA DON PEDRO CPI)","ACTIVOS WELL TESTING",""
"WT-090021","BOMBA DE TRANSFERENCIA       P","ACTIVOS WELL TESTING",""
"WT-090025","BOMBA DE TRANSFERENCIA       P","ACTIVOS WELL TESTING",""
"WT-090026","BOMBA DE TRANSFERENCIA       P","ACTIVOS WELL TESTING",""
"WT-090028","BOMBA DE TRANSFERENCIA       (MARCAR)","ACTIVOS WELL TESTING",""
"WT-090034","BOMBA DE TRANSFERENCIA CON MOTOR ANTIEXPLOSION ( NO UTILIZAR)","ACTIVOS WELL TESTING",""
"WT-090034.","BOMBA DE TRANSFERENCIA CON MOTOR ANTIEXPLOSION","ACTIVOS WELL TESTING",""
"WT-090035","BOMBA DE TRANSFERENCIA CON MOTOR ANTIEXPLOSION","ACTIVOS WELL TESTING",""
"WT-090036","BOMBA DE TRANSFERENCIA CON MOTOR DIESEL MARCA HIDROMAC  (101959)","ACTIVOS WELL TESTING",""
"WT-090037","BOMBA DE TRANSFERENCIA 6,6 HP CON MOTOR ANTIEXPLOSION  (NA)","ACTIVOS WELL TESTING",""
"WT-090038","BOMBA DE TRANSFERENCIA DE CRUPO PARA CALDERA DE 100-125 BHP (VENTA DON PEDRO CPI)","ACTIVOS WELL TESTING",""
"WT-090039","BOMBA CENTRIFUGA IHM CRUDO LIVIANO (S/N 12302314)","ACTIVOS WELL TESTING",""
"WT-090040","BOMBA CENTRIFUGA IHM CRUDO LIVIANO (S/N 63451D00A1)","ACTIVOS WELL TESTING",""
"WT-090041","BOMBA CENTRIFUGA IHM CRUDO LIVIANO (MARCA IHM)","ACTIVOS WELL TESTING",""
"WT-090042","BOMBA CENTRIFUGA IHM CRUDO LIVIANO (MARCA IHM)","ACTIVOS WELL TESTING",""
"WT-090043","MOTOBOMBA AUTOCEBANTE MONOBLOCK IHM (S/N 13198251)","ACTIVOS WELL TESTING",""
"WT-090044","BOMBA NEUMATICA DE DOBLE DIAFRAGMA WILDEN 2X2 S/N 0021293534","ACTIVOS WELL TESTING",""
"WT-090045","MOTOBOMBA AUTOCEBANTE IHM EJE LIBRE (S/N 13058609)","ACTIVOS WELL TESTING",""
"WT-090046","MOTOBOMBA AUTOCEBANTE IHM EJE LIBRE (S/N 12179503)","ACTIVOS WELL TESTING",""
"WT-090047","MOTOBOMBA AUTOCEBANTE IHM EJE LIBRE (S/N 13093280)","ACTIVOS WELL TESTING",""
"WT-090048","MOTOBOMBA DIESEL (S/N 13198268 MARCA IHM)","ACTIVOS WELL TESTING",""
"WT-090049","BOMBA DE TRANSFERENCIA (S/N 13089757)","ACTIVOS WELL TESTING",""
"WT-090050","BOMBA CENTRIFUGA 1 HP 1"" X 1""","ACTIVOS WELL TESTING",""
"WT-090051","MOTOBOMBA AUTOCEBANTE DIESEL 3X3 (MARCA IHM)","ACTIVOS WELL TESTING",""
"WT-090052","MOTOBOMBA AUTOCEBANTE DIESEL 3X3 (S/N 13097004 MARCA: IHM)","ACTIVOS WELL TESTING",""
"WT-090053","ELECTROBOMBA CENTRIFUGA DE 3X3 20 HP S/N 13093273","ACTIVOS WELL TESTING",""
"WT-090054","ELECTROBOMBA CENTRIFUGA DE 3X3 20 HP (S/N 12302307)","ACTIVOS WELL TESTING",""
"WT-090055","BOMBA DE INYECCION NAFTA (SUMMIT S/N 1211379)","ACTIVOS WELL TESTING",""
"WT-090056","BOMBA DE INYECCION NAFTA (S/N 01214467)","ACTIVOS WELL TESTING",""
